PRIMARY_SAMPLE_UNIT,YEAR,latitude,longitude,REGION,total_algae_cover,total_coral_cover
3095.0,2016.0,26.0635,-80.09391667,SEFCRI,18.5,2.0
3095.0,2020.0,26.17329,-80.08719,SEFCRI,25.333333333333332,1.0
3096.0,2018.0,26.2103,-80.0783333,SEFCRI,18.25,0.0
3097.0,2016.0,26.03021667,-80.09455,SEFCRI,12.0,1.0
3097.0,2018.0,25.82206,-80.091247,SEFCRI,10.833333333333334,2.0
3097.0,2022.0,26.09184,-80.08926,SEFCRI,22.666666666666668,0.0
3099.0,2016.0,25.98675,-80.09298333,SEFCRI,18.0,1.0
3099.0,2020.0,26.05179,-80.09861,SEFCRI,25.666666666666668,4.0
3101.0,2020.0,25.93218,-80.10018,SEFCRI,22.25,0.0
3101.0,2022.0,26.12539,-80.0867,SEFCRI,21.333333333333332,0.0
3102.0,2022.0,26.28607,-80.06953,SEFCRI,28.333333333333332,1.0
3103.0,2018.0,26.31625,-80.06525,SEFCRI,14.5,1.0
3103.0,2020.0,26.16443,-80.08821,SEFCRI,19.75,1.0
3104.0,2020.0,26.13356,-80.09121,SEFCRI,19.0,1.3333333333333333
3105.0,2016.0,25.8614,-80.09255,SEFCRI,26.0,1.0
3105.0,2020.0,26.02155,-80.09907,SEFCRI,16.8,1.0
3105.0,2022.0,26.37178,-80.06249,SEFCRI,17.5,1.0
3108.0,2016.0,26.23311667,-80.0742,SEFCRI,15.0,1.0
3108.0,2022.0,26.05062,-80.09249,SEFCRI,13.25,0.0
3109.0,2018.0,25.876977,-80.092436,SEFCRI,11.25,0.0
3109.0,2022.0,26.16819,-80.08022,SEFCRI,13.6,1.0
3110.0,2016.0,26.14783333,-80.08213333,SEFCRI,48.0,0.0
3110.0,2018.0,25.871592,-80.092463,SEFCRI,8.428571428571429,1.0
3110.0,2020.0,25.98065,-80.10263,SEFCRI,16.75,2.0
3110.0,2022.0,26.10809,-80.08654,SEFCRI,9.0,0.0
3111.0,2022.0,26.03776,-80.09416,SEFCRI,12.6,0.0
3112.0,2020.0,25.82567,-80.09768,SEFCRI,7.333333333333333,1.0
3114.0,2020.0,26.05727,-80.09356,SEFCRI,12.8,1.0
3114.0,2022.0,26.07019,-80.09157,SEFCRI,13.0,1.0
3115.0,2016.0,26.07166667,-80.09243333,SEFCRI,10.666666666666666,1.3333333333333333
3116.0,2020.0,26.00836,-80.09753,SEFCRI,22.0,0.0
3117.0,2016.0,26.03328333,-80.09428333,SEFCRI,13.6,1.0
3117.0,2018.0,25.7993833,-80.09264,SEFCRI,10.285714285714286,1.0
3118.0,2020.0,26.00913,-80.09522,SEFCRI,10.6,0.0
3118.0,2022.0,25.86034,-80.09256,SEFCRI,10.4,1.0
3119.0,2016.0,26.17466667,-80.07573333,SEFCRI,15.4,1.0
3119.0,2022.0,25.99075,-80.09576,SEFCRI,84.0,0.0
3120.0,2016.0,26.09685,-80.08391667,SEFCRI,10.5,1.0
3121.0,2020.0,25.90806,-80.09175,SEFCRI,17.8,0.0
3122.0,2018.0,26.2636667,-80.0705,SEFCRI,15.0,0.0
3123.0,2020.0,26.32118,-80.06665,SEFCRI,21.0,0.0
3123.0,2022.0,26.28094,-80.06922,SEFCRI,12.2,0.0
3124.0,2016.0,26.02235,-80.08726667,SEFCRI,10.333333333333334,1.3333333333333333
3124.0,2020.0,26.29147,-80.06867,SEFCRI,19.0,0.0
3125.0,2016.0,26.01696667,-80.08816667,SEFCRI,14.0,1.0
3125.0,2020.0,25.85675,-80.09213,SEFCRI,18.0,2.0
3126.0,2020.0,26.2193,-80.07658,SEFCRI,11.2,0.0
3127.0,2016.0,25.99411667,-80.08916667,SEFCRI,17.0,2.0
3127.0,2022.0,26.01937,-80.10492,SEFCRI,27.0,2.0
3128.0,2020.0,26.03687,-80.09375,SEFCRI,12.166666666666666,1.5
3129.0,2022.0,25.77093,-80.11089,SEFCRI,1.3333333333333333,0.0
3130.0,2020.0,26.25674,-80.07183,SEFCRI,41.0,1.5
3130.0,2022.0,25.98282,-80.11306,SEFCRI,8.428571428571429,0.0
3131.0,2020.0,26.26898,-80.06989,SEFCRI,10.166666666666666,0.0
3131.0,2022.0,25.78726,-80.10712,SEFCRI,9.5,1.3333333333333333
3132.0,2020.0,26.27364,-80.07076,SEFCRI,15.6,1.0
3133.0,2020.0,25.85365,-80.1076,SEFCRI,10.571428571428571,1.6666666666666667
3134.0,2022.0,25.79527,-80.09959,SEFCRI,6.888888888888889,1.0
3135.0,2020.0,26.07607,-80.10823,SEFCRI,14.166666666666666,0.0
3136.0,2018.0,25.888696,-80.107344,SEFCRI,6.125,1.0
3136.0,2022.0,26.06536,-80.10109,SEFCRI,16.8,3.0
3137.0,2020.0,25.95019,-80.10929,SEFCRI,17.4,0.0
3137.0,2022.0,26.23938,-80.08021,SEFCRI,23.25,0.0
3138.0,2016.0,26.13005,-80.08028333,SEFCRI,17.2,0.0
3138.0,2020.0,25.95143,-80.11022,SEFCRI,12.666666666666666,2.5
3138.0,2022.0,25.81166,-80.10945,SEFCRI,13.166666666666666,0.0
3139.0,2016.0,26.09796667,-80.08296667,SEFCRI,28.0,0.0
3139.0,2022.0,26.0636,-80.10253,SEFCRI,17.75,1.0
3140.0,2016.0,26.09626667,-80.08293333,SEFCRI,19.0,1.0
3140.0,2022.0,25.78676,-80.10266,SEFCRI,9.555555555555555,1.0
3141.0,2022.0,26.10659,-80.09609,SEFCRI,18.0,0.0
3142.0,2016.0,26.06533333,-80.09283333,SEFCRI,7.714285714285714,0.0
3143.0,2016.0,26.05881667,-80.0857,SEFCRI,10.571428571428571,0.0
3143.0,2020.0,26.14837,-80.09889,SEFCRI,6.5,0.0
3143.0,2022.0,25.91446,-80.11536,SEFCRI,24.333333333333332,0.0
3144.0,2016.0,26.05753333,-80.08658333,SEFCRI,10.833333333333334,1.0
3144.0,2022.0,26.22167,-80.0862,SEFCRI,15.0,2.0
3145.0,2022.0,26.03351,-80.10951,SEFCRI,28.0,1.0
3146.0,2022.0,26.20287,-80.08798,SEFCRI,22.5,0.0
3147.0,2022.0,26.19947,-80.08411,SEFCRI,21.0,1.0
3148.0,2020.0,25.88483,-80.10883,SEFCRI,11.285714285714286,1.0
3148.0,2022.0,25.80032,-80.10799,SEFCRI,23.0,0.0
3149.0,2022.0,25.89924,-80.10575,SEFCRI,10.8,2.0
3150.0,2016.0,25.78821667,-80.08813333,SEFCRI,20.75,0.0
3150.0,2020.0,26.13532,-80.09395,SEFCRI,17.4,0.0
3150.0,2022.0,25.91334,-80.10215,SEFCRI,18.5,2.0
3152.0,2016.0,26.22498333,-80.06966667,SEFCRI,28.5,1.5
3152.0,2020.0,25.79497,-80.1125,SEFCRI,15.4,1.0
3153.0,2020.0,25.8648,-80.11048,SEFCRI,18.4,0.0
3154.0,2016.0,26.19408333,-80.06995,SEFCRI,15.0,0.0
3154.0,2022.0,26.31071,-80.07428,SEFCRI,41.0,0.0
3155.0,2018.0,26.1650167,-80.0934667,SEFCRI,13.2,0.0
3155.0,2020.0,26.13231,-80.097,SEFCRI,34.5,7.0
3157.0,2020.0,26.24319,-80.07852,SEFCRI,17.0,2.0
3157.0,2022.0,26.69387,-80.031,SEFCRI,16.166666666666668,0.0
3159.0,2020.0,25.90523,-80.10944,SEFCRI,29.666666666666668,2.0
3159.0,2022.0,26.72893,-80.03132,SEFCRI,23.0,0.0
3160.0,2016.0,26.29583333,-80.07473333,SEFCRI,39.5,1.5
3161.0,2018.0,26.3145,-80.0741667,SEFCRI,95.0,0.0
3162.0,2016.0,26.3288,-80.0662,SEFCRI,17.666666666666668,1.0
3162.0,2018.0,26.70444,-80.02967,SEFCRI,17.0,0.0
3164.0,2020.0,26.05764,-80.10406,SEFCRI,20.666666666666668,1.0
3165.0,2016.0,26.31065,-80.06546667,SEFCRI,21.666666666666668,4.0
3166.0,2018.0,26.7579,-80.03529,SEFCRI,30.666666666666668,0.0
3166.0,2020.0,25.78772,-80.10754,SEFCRI,30.666666666666668,0.0
3167.0,2016.0,26.36958333,-80.05446667,SEFCRI,15.333333333333334,1.1666666666666667
3169.0,2020.0,25.99273,-80.11152,SEFCRI,19.2,0.0
3172.0,2016.0,26.33358333,-80.05776667,SEFCRI,29.0,2.0
3172.0,2020.0,26.11545,-80.10254,SEFCRI,11.571428571428571,0.0
3174.0,2016.0,26.30063333,-80.06013333,SEFCRI,14.5,1.0
3174.0,2020.0,25.79528,-80.09958,SEFCRI,17.0,2.0
3175.0,2016.0,26.37746667,-80.05298333,SEFCRI,13.0,1.0
3175.0,2022.0,25.93717,-80.11099,SEFCRI,14.4,1.0
3177.0,2020.0,26.08596,-80.104,SEFCRI,42.0,1.0
3178.0,2016.0,26.28233333,-80.06113333,SEFCRI,8.5,2.3333333333333335
3178.0,2020.0,25.8929,-80.11713,SEFCRI,0.0,0.0
3179.0,2018.0,26.0435667,-80.1061333,SEFCRI,21.0,0.0
3180.0,2018.0,26.1717833,-80.0886667,SEFCRI,29.666666666666668,0.0
3180.0,2020.0,26.15339,-80.09636,SEFCRI,11.4,0.0
3184.0,2020.0,26.21691,-80.08631,SEFCRI,6.0,0.0
3185.0,2016.0,26.55986667,-80.0273,SEFCRI,17.5,0.0
3186.0,2016.0,26.55917,-80.0285,SEFCRI,52.0,0.0
3188.0,2022.0,25.83463,-80.089,SEFCRI,10.666666666666666,0.0
3189.0,2016.0,26.67643333,-80.01633333,SEFCRI,42.0,11.0
3189.0,2020.0,26.31187,-80.07415,SEFCRI,22.666666666666668,0.0
3189.0,2022.0,26.02401,-80.08717,SEFCRI,19.75,0.0
3190.0,2020.0,26.31358,-80.07333,SEFCRI,33.0,0.0
3190.0,2022.0,26.03054,-80.08906,SEFCRI,44.0,0.0
3191.0,2020.0,26.71091,-80.02969,SEFCRI,30.666666666666668,2.0
3191.0,2022.0,25.86371,-80.08844,SEFCRI,13.0,0.0
3192.0,2022.0,25.8154,-80.09023,SEFCRI,18.0,1.0
3193.0,2020.0,26.73171,-80.03352,SEFCRI,49.0,0.0
3193.0,2022.0,25.97243,-80.08979,SEFCRI,12.666666666666666,1.0
3194.0,2016.0,26.48481667,-80.0405,SEFCRI,33.0,1.0
3195.0,2016.0,26.41563333,-80.0505,SEFCRI,17.0,1.5
3197.0,2022.0,25.99696,-80.08924,SEFCRI,21.0,1.0
3199.0,2016.0,26.5862,-80.02448333,SEFCRI,32.5,1.0
3200.0,2022.0,26.25029,-80.06647,SEFCRI,23.5,0.0
3201.0,2022.0,26.01376,-80.09046,SEFCRI,16.0,0.0
3202.0,2016.0,26.56241667,-80.02566667,SEFCRI,36.0,1.0
3202.0,2018.0,26.0105667,-80.0885667,SEFCRI,12.4,2.0
3203.0,2016.0,26.50883333,-80.03383333,SEFCRI,29.0,1.25
3203.0,2020.0,26.18526,-80.08789,SEFCRI,40.5,0.0
3203.0,2022.0,26.35002,-80.05492,SEFCRI,15.2,0.0
3204.0,2020.0,26.15201,-80.09575,SEFCRI,31.0,7.0
3206.0,2016.0,26.40071667,-80.05091667,SEFCRI,9.5,4.0
3206.0,2020.0,26.71745,-80.03094,SEFCRI,0.0,0.0
3207.0,2016.0,26.56608333,-80.0255,SEFCRI,67.0,0.0
3207.0,2020.0,26.71994,-80.03,SEFCRI,33.0,0.0
3208.0,2020.0,26.72291,-80.02946,SEFCRI,23.0,0.0
3210.0,2016.0,26.43696667,-80.04603333,SEFCRI,12.0,1.0
3210.0,2018.0,26.0042333,-80.0895833,SEFCRI,6.0,0.0
3211.0,2022.0,26.62956,-80.01971,SEFCRI,9.0,0.0
3212.0,2016.0,26.74003333,-80.03408333,SEFCRI,30.5,11.0
3213.0,2018.0,26.3774833,-80.0539167,SEFCRI,10.4,1.0
3213.0,2020.0,25.77608,-80.0894,SEFCRI,19.75,1.0
3214.0,2016.0,26.99538333,-80.06475,SEFCRI,14.0,1.0
3214.0,2022.0,26.55078,-80.02741,SEFCRI,40.0,1.0
3215.0,2022.0,26.717,-80.01835,SEFCRI,19.75,1.0
3217.0,2016.0,26.98758333,-80.01078333,SEFCRI,19.4,0.0
3219.0,2018.0,26.69196,-80.01848,SEFCRI,13.0,2.5
3219.0,2022.0,26.00233,-80.08855,SEFCRI,46.5,0.0
3220.0,2022.0,26.22934,-80.06863,SEFCRI,11.8,1.0
3222.0,2016.0,26.96173333,-80.00253333,SEFCRI,84.0,0.0
3222.0,2018.0,26.68975,-80.01574,SEFCRI,18.333333333333332,0.0
3223.0,2022.0,26.19163,-80.07142,SEFCRI,16.75,2.0
3224.0,2016.0,26.98758333,-80.00381667,SEFCRI,15.333333333333334,0.0
3224.0,2022.0,26.02718,-80.08709,SEFCRI,20.25,1.0
3225.0,2016.0,26.94163333,-80.00311667,SEFCRI,13.428571428571429,0.0
3225.0,2022.0,26.16651,-80.07631,SEFCRI,20.5,0.0
3226.0,2016.0,26.94015,-80.0101,SEFCRI,17.5,0.0
3229.0,2016.0,26.91263333,-80.0323,SEFCRI,10.6,0.0
3229.0,2022.0,25.87421,-80.08852,SEFCRI,16.0,1.0
3230.0,2016.0,26.91148333,-80.02475,SEFCRI,20.666666666666668,0.0
3230.0,2018.0,26.12655,-80.0805,SEFCRI,17.5,1.0
3231.0,2016.0,26.90466667,-80.0296,SEFCRI,32.5,0.0
3231.0,2018.0,25.9273,-80.0877333,SEFCRI,10.333333333333334,1.3333333333333333
3231.0,2020.0,26.03181,-80.08541,SEFCRI,13.0,0.0
3234.0,2022.0,26.15316,-80.07726,SEFCRI,12.666666666666666,1.0
3235.0,2020.0,26.35883,-80.05502,SEFCRI,28.0,1.0
3237.0,2020.0,26.348993,-80.054827,SEFCRI,14.0,0.0
3237.0,2022.0,26.33167,-80.05731,SEFCRI,16.0,1.0
3239.0,2022.0,26.27132,-80.06297,SEFCRI,11.5,2.5
3240.0,2016.0,26.8628,-80.02373333,SEFCRI,9.5,0.0
3240.0,2018.0,26.00312,-80.08755,SEFCRI,18.0,1.0
3241.0,2018.0,26.2376667,-80.0658333,SEFCRI,10.166666666666666,1.0
3242.0,2018.0,25.9605833,-80.0887667,SEFCRI,14.5,1.0
3243.0,2018.0,25.809138,-80.08841,SEFCRI,9.0,0.0
3243.0,2022.0,26.61301,-80.02262,SEFCRI,13.0,1.0
3245.0,2018.0,26.2818667,-80.0620667,SEFCRI,14.666666666666666,1.0
3246.0,2018.0,26.33585,-80.0586833,SEFCRI,11.166666666666666,1.0
3247.0,2018.0,26.29145,-80.0618333,SEFCRI,19.0,2.0
3248.0,2018.0,26.58626,-80.02315,SEFCRI,23.333333333333332,0.0
3248.0,2021.0,26.46152,-80.04512,SEFCRI,23.0,1.0
3249.0,2022.0,26.44772,-80.04525,SEFCRI,14.25,0.0
3250.0,2016.0,26.74183333,-80.00923333,SEFCRI,23.5,0.0
3250.0,2018.0,26.5291667,-80.0297833,SEFCRI,10.0,1.0
3252.0,2018.0,26.5254167,-80.0316333,SEFCRI,12.5,0.0
3252.0,2021.0,26.41209,-80.05093,SEFCRI,29.666666666666668,1.0
3252.0,2022.0,26.5509,-80.02739,SEFCRI,29.5,0.0
3253.0,2018.0,26.49137,-80.03738,SEFCRI,14.4,1.0
3253.0,2020.0,26.73379,-80.01558,SEFCRI,16.666666666666668,0.0
3254.0,2016.0,26.91433333,-80.0115,SEFCRI,11.5,2.0
3254.0,2018.0,26.5244,-80.0326833,SEFCRI,11.6,3.0
3257.0,2016.0,26.86488333,-80.01723333,SEFCRI,13.2,1.0
3257.0,2022.0,25.93977,-80.08766,SEFCRI,24.0,1.0
3258.0,2018.0,26.3045333,-80.0593667,SEFCRI,11.666666666666666,1.0
3258.0,2020.0,26.21614,-80.06993,SEFCRI,18.5,0.0
3258.0,2022.0,26.05856,-80.08502,SEFCRI,9.2,0.0
3259.0,2016.0,26.83283333,-80.0172,SEFCRI,15.8,1.0
3259.0,2020.0,26.14554,-80.07872,SEFCRI,27.333333333333332,0.0
3259.0,2022.0,26.2847,-80.06101,SEFCRI,12.5,2.5
3260.0,2022.0,26.29732,-80.05926,SEFCRI,8.166666666666666,2.0
3261.0,2016.0,26.76881667,-80.01273333,SEFCRI,23.0,1.0
3261.0,2022.0,26.65318,-80.01747,SEFCRI,6.5,1.0
3262.0,2016.0,26.77115,-80.01158333,SEFCRI,35.0,0.0
3262.0,2018.0,26.82563,-80.01651,SEFCRI,9.0,0.0
3262.0,2022.0,26.64076,-80.01874,SEFCRI,73.0,0.0
3263.0,2018.0,25.9626167,-80.0889167,SEFCRI,7.4,1.0
3263.0,2022.0,26.72376,-80.01807,SEFCRI,17.0,1.0
3264.0,2022.0,26.72425,-80.01789,SEFCRI,20.0,0.0
3265.0,2016.0,27.125883,-80.134167,SEFCRI,36.0,0.0
3266.0,2016.0,27.11625,-80.128917,SEFCRI,46.0,0.0
3266.0,2018.0,26.1414333,-80.0773667,SEFCRI,11.6,1.0
3268.0,2018.0,26.2696,-80.0617667,SEFCRI,11.2,1.0
3268.0,2020.0,26.02858,-80.08759,SEFCRI,16.4,1.0
3269.0,2018.0,26.64289,-80.01884,SEFCRI,21.0,2.0
3269.0,2022.0,25.78499,-80.08603,SEFCRI,8.8,1.0
3270.0,2016.0,27.107083,-80.1235,SEFCRI,12.333333333333334,0.0
3270.0,2020.0,25.88355,-80.08812,SEFCRI,20.25,1.5
3271.0,2022.0,25.84458,-80.0865,SEFCRI,8.428571428571429,1.0
3272.0,2018.0,25.771581,-80.08817,SEFCRI,10.666666666666666,1.0
3273.0,2022.0,26.20817,-80.06941,SEFCRI,10.75,0.0
3275.0,2022.0,26.12355,-80.07977,SEFCRI,14.6,3.0
3277.0,2022.0,26.3531,-80.05419,SEFCRI,11.6,0.0
3278.0,2018.0,25.7704333,-80.0876333,SEFCRI,7.285714285714286,0.0
3279.0,2016.0,27.14025,-80.0719167,SEFCRI,49.5,1.0
3279.0,2022.0,26.32908,-80.05661,SEFCRI,28.666666666666668,0.0
3280.0,2016.0,26.99275,-80.01536667,SEFCRI,21.5,1.0
3280.0,2020.0,26.23015,-80.07005,SEFCRI,11.0,2.0
3280.0,2022.0,26.29405,-80.06026,SEFCRI,7.833333333333333,1.5
3281.0,2022.0,26.61788,-80.02062,SEFCRI,10.0,1.0
3282.0,2021.0,26.38062,-80.05294,SEFCRI,17.0,0.0
3282.0,2022.0,26.39654,-80.05188,SEFCRI,14.0,1.0
3285.0,2016.0,26.99538333,-80.06475,SEFCRI,12.666666666666666,0.0
3285.0,2018.0,26.72299,-80.01913,SEFCRI,17.0,1.0
3285.0,2022.0,26.82517,-80.01622,SEFCRI,91.0,0.0
3286.0,2016.0,27.090833,-80.042417,SEFCRI,24.0,0.0
3288.0,2016.0,27.06621667,-80.04386667,SEFCRI,13.0,0.0
3288.0,2020.0,26.36341,-80.05502,SEFCRI,24.666666666666668,1.0
3288.0,2022.0,25.76295,-80.12521,SEFCRI,5.166666666666667,0.0
3289.0,2016.0,27.05635,-80.03386667,SEFCRI,14.4,0.0
3290.0,2022.0,25.8772,-80.1018,SEFCRI,16.2,1.4
3297.0,2020.0,26.64608,-80.01903,SEFCRI,27.333333333333332,0.0
3299.0,2020.0,26.52201,-80.03192,SEFCRI,84.0,1.5
3303.0,2020.0,26.73196,-80.01552,SEFCRI,22.5,0.0
3304.0,2020.0,26.73281,-80.01571,SEFCRI,39.5,0.5
3305.0,2020.0,26.0979,-80.08206,SEFCRI,21.0,0.0
3306.0,2020.0,26.02572,-80.08653,SEFCRI,16.0,1.0
3307.0,2020.0,26.31061,-80.05805,SEFCRI,13.25,2.0
3308.0,2020.0,26.2962,-80.05993,SEFCRI,11.166666666666666,1.0
3309.0,2020.0,26.61788,-80.02082,SEFCRI,0.0,0.0
3311.0,2020.0,26.72369,-80.01758,SEFCRI,17.0,0.0
3312.0,2020.0,26.82146,-80.00452,SEFCRI,24.0,0.0
3315.0,2020.0,26.19731,-80.07003,SEFCRI,16.5,0.0
3316.0,2020.0,26.07656,-80.08384,SEFCRI,15.75,1.5
3317.0,2020.0,26.32301,-80.05749,SEFCRI,18.0,0.0
3318.0,2020.0,26.29707,-80.06017,SEFCRI,11.666666666666666,1.0
3320.0,2021.0,26.43035,-80.04685,SEFCRI,23.0,0.0
3321.0,2020.0,26.82497,-80.01673,SEFCRI,0.0,0.0
3324.0,2020.0,26.17361,-80.08176,SEFCRI,56.0,0.0
3325.0,2020.0,25.77732,-80.09512,SEFCRI,14.0,0.0
3327.0,2020.0,26.57178,-80.02628,SEFCRI,6.0,0.0
3328.0,2021.0,26.52596,-80.03536,SEFCRI,45.5,0.0
3329.0,2020.0,26.72553,-80.01795,SEFCRI,19.0,0.0
3330.0,2020.0,26.72276,-80.01919,SEFCRI,17.5,0.0
3545.0,2018.0,26.74408,-80.013,SEFCRI,13.833333333333334,1.0
3623.0,2016.0,26.8993,-80.01078333,SEFCRI,3.6666666666666665,0.0
3624.0,2016.0,26.86821667,-80.01325,SEFCRI,16.0,0.0
3635.0,2016.0,26.83075,-80.00008333,SEFCRI,23.25,0.0
3800.0,2016.0,26.19573333,-80.07925,SEFCRI,18.0,1.0
3901.0,2018.0,25.97665,-80.0998,SEFCRI,10.666666666666666,1.0
3903.0,2018.0,26.2100667,-80.0788333,SEFCRI,11.666666666666666,0.0
3904.0,2018.0,26.0107667,-80.1013167,SEFCRI,20.333333333333332,1.0
3905.0,2018.0,26.1725833,-80.0886667,SEFCRI,14.5,3.0
3997.0,2018.0,26.52479,-80.03232,SEFCRI,17.75,1.0
3998.0,2018.0,26.52624,-80.03143,SEFCRI,12.5,1.5
3999.0,2018.0,26.52958,-80.02894,SEFCRI,10.2,1.0
8018.0,2021.0,25.33433,-80.22578,FLK,11.0,0.0
8019.0,2021.0,25.35464,-80.1871,FLK,11.4,2.0
8028.0,2021.0,25.51774,-80.13783,FLK,2.6666666666666665,3.25
8033.0,2021.0,25.53163,-80.14008,FLK,59.0,2.5
8036.0,2021.0,25.45367,-80.12225,FLK,5.714285714285714,0.0
8050.0,2021.0,25.46308,-80.11589,FLK,10.5,0.5
8056.0,2021.0,25.35128,-80.14679,FLK,15.75,1.5
8060.0,2021.0,25.29536,-80.16483,FLK,19.5,1.5
8061.0,2021.0,25.51226,-80.09956,FLK,6.25,3.0
8064.0,2022.0,25.34866,-80.22994,FLK,5.833333333333333,0.0
8065.0,2022.0,24.88259,-80.57458,FLK,15.5,0.0
8066.0,2021.0,25.35327,-80.143,FLK,9.666666666666666,2.0
8067.0,2022.0,25.1953,-80.24814,FLK,11.75,7.0
8068.0,2022.0,25.7127,-80.08719,FLK,10.0,3.5
8069.0,2022.0,24.97671,-80.53794,FLK,3.3333333333333335,1.3333333333333333
8070.0,2022.0,24.96597,-80.53458,FLK,4.333333333333333,0.0
8071.0,2022.0,25.74996,-80.12381,FLK,26.0,1.0
8073.0,2021.0,25.53997,-80.09426,FLK,7.142857142857143,1.6666666666666667
8076.0,2022.0,25.71423,-80.08803,FLK,15.333333333333334,1.6666666666666667
8124.0,2021.0,25.62186,-80.09296,FLK,12.5,2.0
9001.0,2022.0,24.61778,-81.38014,FLK,16.0,1.0
9003.0,2022.0,24.61499,-81.39347,FLK,24.75,1.0
9007.0,2022.0,24.61505,-81.38361,FLK,17.6,2.0
9013.0,2022.0,24.90357,-80.61605,FLK,10.857142857142858,3.8
9014.0,2022.0,24.90357,-80.61654,FLK,12.666666666666666,3.6
9018.0,2022.0,24.89723,-80.62202,FLK,28.5,4.5
9020.0,2022.0,24.89816,-80.61755,FLK,7.833333333333333,22.0
9023.0,2022.0,24.89815,-80.61656,FLK,8.0,9.2
9026.0,2022.0,25.2095,-80.21951,FLK,0.0,0.0
9027.0,2022.0,25.2082,-80.22201,FLK,18.6,1.0
9028.0,2022.0,25.20773,-80.22102,FLK,19.333333333333332,1.0
9029.0,2022.0,25.13902,-80.29542,FLK,20.75,2.5
9030.0,2022.0,25.1395,-80.29491,FLK,30.333333333333332,1.0
9036.0,2022.0,24.62724,-81.11044,FLK,31.333333333333332,0.0
9037.0,2022.0,25.21979,-80.21149,FLK,39.0,3.0
9038.0,2022.0,25.22296,-80.21146,FLK,18.75,6.0
9039.0,2022.0,25.22302,-80.21101,FLK,19.0,1.0
9040.0,2022.0,25.22207,-80.21162,FLK,0.0,0.0
9041.0,2022.0,25.22075,-80.21151,FLK,32.333333333333336,1.5
9042.0,2022.0,25.22755,-80.20801,FLK,31.5,2.8
9043.0,2022.0,25.2117,-80.21802,FLK,9.5,10.5
9045.0,2022.0,25.21216,-80.21799,FLK,18.666666666666668,6.0
9046.0,2022.0,25.21138,-80.21945,FLK,15.6,4.5
9047.0,2022.0,24.461,-81.8419,FLK,33.5,4.5
9048.0,2022.0,24.5459,-81.4066,FLK,25.0,5.0
9049.0,2022.0,24.54677,-81.40353,FLK,17.0,1.5
9050.0,2022.0,24.54629,-81.40705,FLK,13.0,4.0
9052.0,2022.0,24.4596,-81.8453,FLK,83.0,1.0
9053.0,2022.0,24.461,-81.84239,FLK,18.333333333333332,5.5
9054.0,2022.0,24.4637,-81.8429,FLK,18.666666666666668,6.5
9063.0,2022.0,25.21684,-80.217,FLK,15.8,1.6
9068.0,2022.0,24.54589,-81.40121,FLK,33.5,0.0
9069.0,2022.0,24.6249,-81.11135,FLK,46.0,1.0
9070.0,2022.0,24.62589,-81.1104,FLK,10.6,3.142857142857143
9071.0,2022.0,25.22213,-80.21004,FLK,22.25,1.0
9072.0,2022.0,25.22265,-80.20949,FLK,33.5,3.125
9073.0,2022.0,25.21761,-80.21397,FLK,14.75,3.6666666666666665
9074.0,2022.0,25.22846,-80.20702,FLK,21.75,1.6666666666666667
9076.0,2022.0,25.21718,-80.21401,FLK,12.75,4.0
9079.0,2022.0,25.22186,-80.20743,FLK,46.5,1.0
9080.0,2022.0,25.22186,-80.20496,FLK,12.857142857142858,1.4
9081.0,2022.0,25.21799,-80.21851,FLK,25.333333333333332,2.3333333333333335
9082.0,2022.0,25.21712,-80.21651,FLK,13.6,3.1666666666666665
9083.0,2022.0,25.21761,-80.21651,FLK,32.5,0.0
9084.0,2022.0,25.21748,-80.21811,FLK,40.0,1.0
9085.0,2022.0,25.21531,-80.21503,FLK,11.8,2.6666666666666665
9086.0,2022.0,24.4596,-81.8458,FLK,93.0,1.0
9087.0,2022.0,24.54538,-81.40608,FLK,20.5,2.4
9088.0,2022.0,24.54497,-81.4071,FLK,12.333333333333334,3.2
9089.0,2022.0,24.54673,-81.40108,FLK,75.0,1.5
9090.0,2022.0,24.54408,-81.40804,FLK,17.8,1.0
9091.0,2022.0,24.54586,-81.4045,FLK,7.5,10.0
9092.0,2022.0,24.54597,-81.4026,FLK,43.0,1.0
9093.0,2022.0,24.54458,-81.41058,FLK,33.0,1.0
9097.0,2022.0,24.46003,-81.84194,FLK,94.0,0.0
9100.0,2022.0,24.46188,-81.83999,FLK,10.571428571428571,1.0
9102.0,2022.0,24.61595,-81.37965,FLK,20.5,1.0
9103.0,2022.0,24.61461,-81.39197,FLK,8.75,1.5
9109.0,2022.0,24.61546,-81.37965,FLK,25.333333333333332,2.3333333333333335
9112.0,2022.0,24.90447,-80.61357,FLK,14.6,3.0
9116.0,2022.0,24.90447,-80.61604,FLK,10.0,5.5
9117.0,2022.0,24.90447,-80.61555,FLK,10.666666666666666,5.333333333333333
9119.0,2022.0,24.90403,-80.61852,FLK,12.8,3.6
9122.0,2022.0,24.90358,-80.61902,FLK,19.666666666666668,5.0
9128.0,2022.0,25.20852,-80.2219,FLK,16.25,8.5
9138.0,2022.0,25.22209,-80.21058,FLK,21.25,1.3333333333333333
9139.0,2022.0,25.22801,-80.20794,FLK,22.666666666666668,6.0
9142.0,2022.0,25.2194,-80.21202,FLK,10.8,3.0
9144.0,2022.0,25.21091,-80.21903,FLK,19.75,4.25
